,id_stable,Date,ContentClean
896,2583,2022-04-15 08:47:25+00:00,"On the day he said this, the govt announced a plan to deport asylum seekers to Rwanda, while we offer Homes for Ukraine. I support Homes for Ukraine, but there are a lot of wars creating refugees. Can we not see Afghans, Syrians, Yemenis as equally deserving of aid?"
230,108893,2021-08-27 16:56:49+00:00,"Afghanistan . State Department consular officers ""continue to screen and process people arriving at gates around Kabul,"" although ""some gates have been closed,"" Kirby said. He said American, Special Immigrant Visa applicants and ""vulnerable Afghans who have"
288,50629,2021-10-25 16:00:33+00:00,"On a more positive note, the Minister confirmed that 200 local authorities have now made a commitment to resettle Afghans under the scheme. Whilst this is positive, MPs raised repeated concerns over delays in matching Afghans who have already been evacuated with accommodation."
303,63268,2021-09-28 07:17:30+00:00,"""Blackburn: You Can't Call 1-800-Taliban to Vet Unvetted Afghan Evacuees, Only 3% of Evacuees Were Vetted SIV Holders"" On Monday’s broadcast of the Fox Business Network’s “Evening Edit,” Sen. Marsha Blackburn (R-TN) said the evacuation of Afghanistan resulted in evacuating p…"
42,115864,2021-08-25 19:13:50+00:00,"Sleepy Joe said they did ""vetting"" on all of them. Afghanistan doesn't even have a proper govt, so what docs did they check to ""vet"" them"
380,30466,2021-12-30 04:32:42+00:00,Afghan refugee families expected to settle in county in 2022
900,134936,2021-08-20 17:02:03+00:00,Via Stephen Miller peddled 'racist hysteria about Afghanistan' and gummed up refugee process: Ex-Pence adviser | #politics #trump #corruption
445,148253,2021-08-18 10:33:35+00:00,"Macron In Provocative Afghan Remarks Warns Europe Must ""Protect"" Itself Against New Refugee Wave"
922,151372,2021-08-17 23:35:59+00:00,". people blaming for the situation at Kabul’s HKIA need to understand the trump deal cut out the Afghan govt, undermined it & when their president & police force fled the people panicked. pompeo’s State Dept held up SIV apps + took 867 to process."
552,30006,2022-01-01 13:39:55+00:00,"Biden Resettles 52K Afghan Refugees In US--With Help Of GOP! The RINOs in the GOP are just as bad as the Democrats Joe Biden resettled more than 52,000 Afghan Refugees across the United States Remember, it is now confirmed: they have not been fully vetted"
74,58510,2021-10-05 19:21:51+00:00,"Great to have my #Afghan refugee photos in ""Inside a U.S. Army base where Afghans await an uncertain future: #photography #photojournalism"
794,100140,2021-08-31 05:06:40+00:00,The Afghan refugee crisis is about to get much worse
713,158652,2021-08-17 03:34:53+00:00,America Should Have Trained The Women To Be Like The 'Daughters of Kobani.' Women Want To Protect Their Children & Prevent The Taliban From Killing Them or Making Them Slaves. And Why The Heck Didn't We Start Evacuating Translators & Afghan Helpers MONTHS Ago
931,107165,2021-08-28 04:51:12+00:00,good afternoon Mr. Hawke immigration minister we here in Australia since 2012 we work and we pay tax and gst you know that the situation in Afghanistan is extremely dangerous I am a refugee in Australia on SHEV visa. What is our crime that we can’t bring our family?
1204,29062,2022-01-06 03:29:37+00:00,"Ahmad, his wife and their five children evacuated Afghanistan in August 2021, and were resettled with help from New Paltz For Refugees. ""It's not easy to describe in words what we have been through,"" Ahmad said."
611,181572,2021-07-29 16:09:21+00:00,Afghan refugee influx stokes tensions in Turkey
524,752,2022-04-22 13:11:59+00:00,Compared to the limited number of Afghan refugees allowed to escape the invasion and occupation by the Taliban-Haqqani terrorists this is shameful. The Afghan refugees I know are some of our best citizens. Nations should not be restricting Afghan refugee admissions. #Afghanistan
240,38086,2021-12-02 17:33:00+00:00,"Police search for Afghan refugee, 11, last seen going to play football in London - LBC"
313,140868,2021-08-19 12:55:42+00:00,“Afghan asylum seekers – as well as those directly resettled from Afghanistan or elsewhere in the region – should be granted a secure refugee status and an opportunity to rebuild their lives.”
687,192354,2021-06-05 06:49:44+00:00,"Wouldn't be surprised if Syria sends you & your pals a bill. Not sure why the countries on the refugee road out of Syria, Iraq, Afghanistan, and Libya haven't sent one. Ppent a lot of money, and gone a bit towards Nationalism, thanks to Nato and EUuu."
489,111463,2021-08-26 20:59:15+00:00,"The point of the refugee operation was to being Afghan heroes to USA for protection against Taliban. Instead, poorly planned Evac was hysteria. USA transported 100k random Afghans. Then gave list of all our remaining Helpers, so Taliban could guide them to airport?"
1037,198341,2021-01-19 21:29:13+00:00,The Biden admin placed more troops in DC to protect themselves than Trump placed in the war in Afghanistan. Then they vetted out all persons who were conservative and told them to leave. They had a partisan takeover of the military. Scary.
430,127933,2021-08-22 16:51:44+00:00,They are vetting all the Afghans. Even the CIA is helping.
498,109218,2021-08-27 15:14:00+00:00,#AfghanSikhs and #AfghanHindus UK government must: 1. Issue full refugee status to all Afghan #Sikhs and #Hindus who arrive in UK 2. Resettle their families no matter where they approach a British diplomatic mission 3. Give them work permission straightaway #Afghanistan
291,17931,2022-02-16 01:37:06+00:00,That's one of the choppers Biden left in Afghanistan. See the refugee hanging from it?
1084,9587,2022-03-13 20:26:32+00:00,Home Secretary Priti Patel should be sacked for her ‘utterly shameful’ response to the Ukraine refugee crisis. Has she learnt nothing after Afghanistan?
472,144913,2021-08-18 18:56:08+00:00,Lisa Nandy talking over a former Afghan refugee. Embarrassing #questiontime
538,154824,2021-08-17 14:53:58+00:00,"I’ve seen two large organizations in the Houston area ask for immediate help in Afghani refugee resettlement in the area. If you’re interested, I can pass on the information I have from the two organizations."
1167,156260,2021-08-17 11:22:00+00:00,There’s no doubt the UK should help Afghan refugees – but our record on asylum seekers doesn’t offer much hope | Andrew Grice
171,100186,2021-08-31 04:28:50+00:00,"The fact that they caught this suspected rapist ,, proves that the rhe vetting process functions. Those Americans who are “ stranded “ where not registered as having entered afghanistan and where warned moths ago to leave."
598,193118,2021-05-30 14:34:20+00:00, smiling_face_with_smiling_eyes_e Afghan refugee found by motorway completes architecture degree
1128,85944,2021-09-06 18:31:14+00:00,Afghan translators to NATO armies did their work with the commitment from NATO that they could leave Afghanistan when done. Taliban often kills interpreter & extended family. 1/2
660,60493,2021-10-01 19:03:51+00:00,#SanctionPakistan who created refugee crisis in Afghanistan #FreeAfghanistan
953,29305,2022-01-05 01:10:01+00:00,Today is the day that you should check out the various resource pages we have on the website: Afghanistan: Immigrant Benefits: Anti-trafficking: DACA:
574,144849,2021-08-18 19:09:08+00:00,"The vast majority of the 11,790 Afghans who have been resettled in Houston since 2007 have come through Special Immigrant Visas, granted to individuals w/ a proven record of working with Allied forces. Many fear their families back home will pay the price for their service."
119,32451,2021-12-20 18:00:27+00:00,"“When you tap into the generosity of the American people, it is remarkable what you can achieve,” said former Delaware governor Jack Markell, who has been appointed to lead the resettlement effort. #Dayenu الف مبرو ك! Would You Sponsor an Afghan Refugee?"
345,59538,2021-10-03 18:57:38+00:00,"Saturday was another busy day. I started by dropping off clothes at VFW Post 9215 in Upper Nyack. They're collecting donations to help Afghani refugees being resettled in the US. If you want to donate-drop off clothes from 9am-12pm Saturday, 10/9 at 250 Birchwood Ave. Upper Nyack"
685,105212,2021-08-28 22:55:50+00:00,"this is amazingly wonderful. funny, isn't that about the total # of Americans our military have evacuated? It's around 5K....and around ONE HUNDRED THOUSAND unvetted Afghani..... Glen Beck wins."
18,155610,2021-08-17 13:01:43+00:00,"According to the poll you set up, but deleted because it wasn’t going the way you wanted, the majority of Britain’s people are already supportive of welcoming Afghan asylum seekers."
449,78178,2021-09-12 04:04:55+00:00,Afghanistan News LIVE Updates: Resistance Leader Ahmad Massoud Still in the Country; US Halts Refugee Flights After Measles Cases Reported
328,10533,2022-03-10 12:00:09+00:00,"It was a pleasure to welcome refugee families from Afghanistan, Syria, and Sudan. Around 230 people visited us in late Feb to connect with others, have some fun and meet some of our animal residents. We worked with Bristol-based charity to organise these visits."
130,167307,2021-08-16 07:04:36+00:00,"Missed travelling thru AFG by 3 months 03/80. Millions of Afghan refugees in Baluch and NWF Regions of PAK 80-87. Saw CIA operatives on multiple occasions supplying Mujahideen NWFP. In Dushanbe when Soviets exited ‘89. Multi visits to AFG borders/refugee camps. You,"
494,64790,2021-09-25 15:52:33+00:00,The FBI is looking into an alleged assault on a female service member at an Afghan refugee camp
683,86135,2021-09-06 16:26:00+00:00," SOON_arrow_e Anissa Bonnefont’s documentary that tells the story of an Afghan refugee who has become a world-renowned soccer star, will be screened at #VirtualScreeningsWorldwide It's a Création Documentaire film co-produced by"
1058,108000,2021-08-27 21:39:45+00:00,In the last 5 minutes Father of slain Marine rages: ‘Biden turned his back on him. That’s it.’ The Blaze15:26 How Afghan translators who helped British troops were all-but ignored despite the Mail's… Mail Online15:26
718,187818,2021-07-08 01:14:59+00:00,We must evacuate the Afghanistan Translators out! We must!
643,69903,2021-09-20 00:42:18+00:00,"SIV Afghans are welcome. Others are NOT welcome. There are 50 Muslim countries they can go to. In a prior poll, 99% of Afghans preferred Sharia Law. They cannot be accurately vetted as there is no Afghan Gov't to verify their claims. Most, just bum rushed the airport."
1064,171473,2021-08-15 13:33:15+00:00,There is bound to be a discussion of refugee policy in the near future as people leave and will continue to try to leave Afghanistan. This is an issue that's been on the back-burner in the last couple years. Lots of new members of congress who can still be swayed.
48,192348,2021-06-05 08:20:04+00:00,"Britain Accelerates Relocation of Afghan Interpreters to U.K. - Will America do the same, I fear a Vietnam type bloodbath."
95,59580,2021-10-03 16:41:29+00:00,"Afghans are walking off all of the military bases they first went to, before being “officially resettled.” DHS predicts upwards of 700 have left. (which really means 7,000 face_with_rolling_eyes_e ) It’s starting!! Nobody knows who they are!"
895,190375,2021-06-21 13:37:45+00:00,"Pupils have been baking and selling traditional biscuits as part of Refugee Week. Jack and Harry baked Afghan biscuits that sold out in minutes. Maxwell and Kip baked Syrian biscuits, while Dylan made King of Syrian biscuits and middle-eastern cakes, which sold out."
475,124302,2021-08-23 17:34:52+00:00,"Not towntion the obvious culture clash. Afghanistan is a nation where paedophilia is often an open and tolerated practice. We also will be inviting people into a nation many of them hate. Oh yes, and we will have no way of vetting them. Jesus..."
918,174504,2021-08-13 23:28:50+00:00,"From the official press release, it appears that this will primarily target individuals who have already fled Afghanistan, and will include both government and private sponsorship resettlement spots."
932,113157,2021-08-26 13:19:21+00:00,Exclusive-Rep Tom Tiffany: Afghan Refugee Crisis Raises Security Concerns About Vetting Process Getting Afghans out doesn’t necessarily mean that they must be resettled here. Neighboring countries Pakistan & Tajikistan may be a better fit for many Afghans
1087,55624,2021-10-12 14:00:29+00:00,"The Des Moines field office of the U.S. Committee for Refugee and Immigrants has dedicated its third annual ""Welcoming Iowa"" benefit on Oct. 14 towards helping Afghan evacuees expected to resettle in Iowa and other refugees."
225,49541,2021-10-27 17:27:52+00:00,"And worse, they are allowing these people to walk off of the bases they were sent to. MORE PROOF: Email Confirms Biden Filled Kabul Planes With Unvetted Afghans - Biden Regime Wanted Numbers to Hoodwink Americans via"
1101,6190,2022-03-28 02:23:21+00:00,"#Oscars2022 | #Encanto defeated a diverse field — Afghan refugee documentary Flee, Pixar's Italy-set coming-of-age tale Luca, futuristic family comedy The Mitchells vs. the Machines, and Disney's fantasy adventure Raya and the Last Dragon"
491,76911,2021-09-13 20:01:27+00:00,"SOS Blinken told the committee that “the Admin coordinated its withdrawal plans with U.S. allies, expedited processing of Special Immigrant Visas for Afghans who had aided the U.S.” and mounted an “extraordinary effort to evacuate Americans and others from the country”. WSJ"
776,67133,2021-09-22 23:22:48+00:00,I had a PC come to me with an affirmative asylum referral to IJ dated 8/10/21. Who decided to take 3 years after the interview to issue a referral just days before the Afghan government collapsed?! Decision aaid no past/no WFF of future persecution. They will never make it easy.
296,157856,2021-08-17 06:37:00+00:00,Horrific images from Kabul -saddening how backs have been turned on all these people. I hope asylum will be granted to everyone who makes it out of Afghanistan (without inhumane disputes about migration). Let’s not betray the people of Afghanistan twice #Afghanistan
29,74101,2021-09-16 04:29:29+00:00,"""But if it goes wrong, and... we are really worried about, it could go to chaos,..humanitarian crisis,a huge refugee problem, unstable Afghanistan and[...] possibility of terrorism from Afghanistan's soil."" Prime Minister Imran Khan's interview with CNN"
96,112197,2021-08-26 17:31:20+00:00,just thanked for representing Oklahoma values in DC. Hern was one of just 16 US reps who voted against evacuating afghani translators who served with our US servicemembers in war
609,107966,2021-08-27 21:50:58+00:00,"No one is safe in Turkey! A refugee residing in Turkey changed the name of his store, “Afghan Market,” after Ümit Özdağ, leader of a newly established far-right party, shared pictures of the store on Twitter"
79,104884,2021-08-29 03:11:26+00:00,I understand that Afghan citizens being brought to US have been vetted - they have documents!! Hidden??
91,124719,2021-08-23 15:48:35+00:00,"Hey tweeps,is there any expert in Indian immigration laws in my list?I want to know what are the rights of a refugee in India.Are they allowed to protest even?And what's the difference between asylum & refuge?And lastly,under which category the Afghans are coming here?Many thanks"
87,103886,2021-08-29 15:33:22+00:00,"On news this morning...Covid, Afghanistan, global warming, Extinction Rebellion, food shortages, lorry drivers shortage, asylum seekers.....what on earth is going on????"
207,164790,2021-08-16 14:39:21+00:00,You lot wouldn’t know the difference between a Taliban murderer looking for “asylum” and an ordinary Afghani fleeing from them.
241,128612,2021-08-22 12:59:21+00:00,Have no faith in our PM to take hold of this crisis with the absolute urgency it deserves. As immigration Minister deemed refugee family visa processing as 'lowest priority' 12 years later many still wait to reunite. Many have now lost all hope #hazara #Afghanistan #MorrisonFail
800,16793,2022-02-20 08:15:00+00:00,"Or protect themselves from the dozens of known afghani terrorists (or their associates) that they admitted not to have vetted properly or at all, who are free in the US & no one seems to have any idea where they are situated. And the cluster f*ck continues."
906,193452,2021-05-26 14:52:11+00:00,US Senators please note The Iraqi Afghan SIV program is one of the only ways to ensure a path to safety for Iraqis & Afghans who risked their lives in defense of our country. We cannot turn our back on them.
568,188094,2021-07-06 18:11:44+00:00,Im from the trible area of Pakistan so dont talk about ur indian interest in Afghanistan. Everyone know about it why they invest 3 billion dollars in country whos ppl lived their 3 generations in Pakistan as a refugee and still living. If u ppl are really interested to help..1/2
617,176455,2021-08-11 21:49:30+00:00,", please update efforts on Afghani translators and others. The US must save these people."
785,121092,2021-08-24 14:44:59+00:00,"Then Joe Biden should announce that 58,700 Afghans are going to be resettled in America. That will force the GQP to scream the place down about 58,700 Afghans being settled in America and acknowledge Biden's exit was successful because he got out 58,700."
1051,18464,2022-02-13 22:04:41+00:00,Well that was a thought provoking evening - Great film if you get the chance . Flee review – an Afghan refugee confronts his past in masterly animated documentary | Animation in film | The Guardian #refugee ⁦ ⁦
388,98249,2021-08-31 20:20:56+00:00,"For four months Americans were warned to leave. The SIV program was all but destroyed by trump and Miller so most Afghan allies couldn't get visas, but sure blame Biden."
912,106935,2021-08-28 08:34:04+00:00,"""I thought to dedicate this film to those people who stay, who feel all this pain, like the sister, and to those who left, left with guilt and shame, like the brother."" My story for on an Afghan #refugee in Sweden filming exile from #Afghanistan"
228,165259,2021-08-16 13:32:54+00:00,"Statement in solidarity with Afghan women. 'As the Taliban retake power, we urge the UK government to do all it can to ensure that women and girls are protected, above all by offering safe passage and asylum to women who need to leave Afghanistan for safety.' 1/4"
802,12350,2022-03-04 17:00:00+00:00,"More than 1,800 Afghan special immigration visa holders have arrived in San Antonio since September 2021. The Center for Refugee Services has coordinated with more than 75 community groups and congregations to outfit their homes with basic necessities."
343,123411,2021-08-23 21:52:36+00:00,"How many sweat shops do friends of SloMo, et al, own/run? How much of that profit lines the pockets of SloMo, et al? They don't give a fuck about Afghan translators, why would they give a fuck about slavery? #NotMyPM #CrimeMinister"
654,49517,2021-10-27 18:09:34+00:00,Pictures of Afghan army chief at refugee camp go viral
437,4725,2022-04-05 07:21:22+00:00,"'There's a whole new wave of Afghans who are leaving their country'. In 2016 journalist & author joined his Afghan friend Omar on the perilous migrant route to Europe. He tells me that, since the #Taliban's return to power, it's now even harder to flee. #f24 right_arrow_curving_down_e "
258,30972,2021-12-27 17:26:31+00:00,"You do realise that those soldiers have to perform their duty and that the orders came from the democratically elected Parliament? The vast majority of the migrants are not coming from Iraq and Afghan btw , 80% don't meet refugee criteria (Source - EHRC)"
384,17565,2022-02-17 11:43:11+00:00,In November Blake took part in a charity day whereby staff and customers alike funded SchoolBags in support of and the ACAA. We have been able to fund 80 bags through the Afghan Refugee Appeal! Visit our blog for more information:
810,39099,2021-11-29 12:48:04+00:00,As a Jewess I find it hard to write this down on my twitter account but in regards to Afghan Citizens Resettlement Scheme could there be elements of hidden racism in Priti Patel's Home office civil service department?
1134,25545,2022-01-16 17:37:09+00:00,...or was supported by one of those that came unvetted from Afghanistan.
916,162171,2021-08-16 19:38:35+00:00,"The problem is we are looking at a refugee crisis now, the EU is already showing rifts over Afghan refugees & strengthened Taliban in Afghanistan will now be a hotbed for retaliatory terrorist attacks against every country that put troops in the country."
137,174610,2021-08-13 21:53:58+00:00,Canada has announced an expanded program to resettle Afghan refugees as territories in #Afghanistan fall rapidly to the Taliban.
420,191060,2021-06-16 17:09:36+00:00,"/2 Just to be clear, it's neither new nor a surprise at this point that many Afghan translators who risked their lives to work alongside troops are being left behind by the US Govt they supported to be killed by the Taliban."
899,13337,2022-03-02 02:29:16+00:00,"Biden’s admin has come under fire for how it handled the U.S. withdrawal from Afghanistan, with lawmakers from both parties+refugee advocates saying failed to plan for large-scale evacuation of Afghans who had risked their lives for Americans over the[past20yrs"
639,197768,2021-02-10 23:05:42+00:00,"A refugee and former translator from Afghanistan reflects on the Capitol insurrection, and why he’s working even more committed to protecting democracy."
1179,127061,2021-08-22 21:25:36+00:00,"Yes ! Without question ! Bedlam, on the ground, chaos, in the wake of US Troops departure - there’s not going to be a smooth transition.. there’s been a concerted effort though, in the issuance of the SIV’s, especially for the Afghani translators, who aided US Troops, on the"
911,167356,2021-08-16 06:48:10+00:00,No chance. Not a single Afghan refugee is welcome in my country. Let them sort their own country out #Afghanistan
514,130745,2021-08-21 17:52:21+00:00,"Lessons learnt from afghanistan: 1.Ur dream house, dream car,dream life, bank balance, business shall all turn to dust if ur nation does nt stand 2.Ur assets are valueless if ur country has no asset 3.U can become a refugee in minutes if ur leaders sell U off & flee away Jay Hind"
1013,26814,2022-01-11 11:47:28+00:00,Refugees are also hummans. We Afghans had suffered too much in Afghanistan and we are suffering more right now in Indonesia as a refugee. Please help us. #HelpRefugees_Indonesia UNHCR Indonesia supposed to help refugees but now they are killing refugee .
14,77707,2021-09-12 22:02:09+00:00,BEYOND VENUE: Israeli stadium superfan says Afghan migrant want more EU 'Bienvenue' #DraftKings #EUMasters
1004,16843,2022-02-20 04:10:36+00:00,They need to resettle their ass back in Afghanistan.
269,174170,2021-08-14 04:29:12+00:00,Instead of taking control of the country the West funded/trained #Afghan Govt & forces are busy seeking asylum in their sponsor countries. There is no will & no way. Taliban are just sitting back & enjoying the takeover! #AfghanLeaks #PakSupportingAfghanPeace
796,152324,2021-08-17 21:05:50+00:00,The United Nations declared yesterday that anyone from Afghanistan is a refugee. When is Ireland releasing the 500 in Direct Provision for years? Surely this is breach of International Law and discrimination? They can't go back to KABUL!
959,22583,2022-01-27 21:53:05+00:00,Thousands of Afghan evacuees have been welcomed into the U.S. under humanitarian parole. We must provide a pathway for Afghans to become lawful permanent residents so they can integrate and thrive in their new homes! TAKE ACTION: #AfghanAdjustmentAct
711,9888,2022-03-12 18:02:22+00:00,They all had Belarusian tourist visas so they weren't refugees but tourists who tried to cross border illegaly. It's not about color of skin - Poland evacuated from Kabul and gave asylum to Afghans (and they were real refugees) and nobody here had problem with their race
771,81751,2021-09-09 08:29:23+00:00,"And while helping resettlement the Western community specially the US should push Ts to hold them accountable on what they promised the Afghan delegation in Qatar for months. Not everyone can leave, and must have the environment to live in - inside the country."
584,27271,2022-01-10 10:23:18+00:00,It’s time to raise the voice of #refugees in Indonesia. Their life is serious danger. Afghan refugees in Indonesia deserve to be resettled in a third country. They can no longer live in limbo. #HelpRefugees_Indonesia
963,40616,2021-11-25 17:53:21+00:00,"This isn't true, Syria scheme is closed, Afghanistan scheme is not yet up & running. Only legal place you can claim UK asylum is on UK soil. That's what UK law is at moment. Go ask home office for the figures for how many UK asylum claims have been made outside UK & where made."
1131,160859,2021-08-16 21:46:40+00:00,"Afghan women, journalists, translators seek help from US groups ⁦ ⁦⁦ provide safe corridors for aid and refugees now! #Afghanistan"
579,176872,2021-08-10 21:31:34+00:00,Met my sister at Malden High (She had only been in the US a couple years...and had to deal with adapting to US life...at Malden High...after 9/11...as an Afghan refugee...and as a teenager.) Pls read this post by her re: #AfghanistanUnderAttack + follow her
56,120212,2021-08-24 18:18:06+00:00,"Events in Afghanistan have the potential to be traumatizing to Afghan, military & asylee/refugee families for whom this triggers past trauma, as well as students following the news. See our folder of resources-"
205,184099,2021-07-20 15:57:41+00:00,"Volunteers sought in anticipation of plan to evacuate, resettle Afghan interpreters"
553,198102,2021-01-29 12:44:14+00:00,"Ongoing restrictions on travel & mobility limit the ability of #asylum seekers to reach the EU+ & seek international protection. In November, most applicants were from Syria, Afghanistan & Pakistan. newspaper_e PR: bar_chart_e Interactive data:"
25,43686,2021-11-16 12:54:41+00:00,The international community must continue its humanitarian protection to the Hazara population in Afghanistan and to the Hazara asylum seekers. Hazaras are facing genocide in Afghanistan. Genocide.
317,158551,2021-08-17 03:56:44+00:00,"Changing my mind on this. Those Muslims who have been partners to India( spies, informants etc) should be granted asylum. Else credibility will suffer. Taliban are a dagger pointed at India’s heart, so we must fight them - including by honouring our Afghan partners, incl Muslims"
363,20812,2022-02-04 11:08:17+00:00,Dear friend I need learning English language because I am student from Afghanistan now I am refugee in the Pakistan
1118,144428,2021-08-18 20:30:42+00:00,No one is vetting all these so called Afghan refugees. I'm waiting to see an air force jet blow up while taking off.
229,96137,2021-09-01 15:28:03+00:00,"The UK Government has announced an intake of 20000 Afghans refugees in the UK on a humanitarian basis more details to follow. It’s an opportunity submit a fresh/asylum claim whose claim has already been refused or never had leave to remain, subject to their circumstances,"
201,1831,2022-04-17 19:44:14+00:00,"Afghans were airlifted out of Kabul by British planes, they are here. Iraqis are one of the largest asylum groups arriving in UK, they are here."
54,95316,2021-09-01 20:53:41+00:00,"Psaki claims 'no one' is entering US without being vetted: White House press secretary Jen Psaki said Wednesday that ""no one"" is coming into the U.S. without a thorough background check following the evacuation of more than 120,000 people from Afghanistan."
760,68387,2021-09-21 18:36:10+00:00,Refugee is a generic term beyond which there are no further similarities. How can you ever compare a refugee from Afghanistan with one from Europe ?
692,171740,2021-08-15 12:09:03+00:00,"I feel so afraid and sad for women in Afghanistan right now. Why is it that we see groups of refugee men from there but not women, when they are in more danger?"
469,105724,2021-08-28 18:29:38+00:00,"This really touched me. Like any refugees, Afghans would prefer to be in their home country but Biden has made the situation impossible. They need refuge/we need their skills. I come from a refugee family and British kindness is something we should be proud of red_heart_e "
1202,74373,2021-09-15 21:05:21+00:00,Hell yeah! I love my Governor!!! ⁦ ⁦ #yellowbellyjoe Idaho leaders push Biden on Afghan refugee resettlement security protocols - Office of the Governor
920,74523,2021-09-15 18:13:44+00:00,They were vetted first in Afghanistan before being allowed to work with our military - duh! - then again before being flown over.
516,118808,2021-08-25 00:35:25+00:00,"President of the United States: Resettle Afghan Migrants in Greenville, DE and Other Upscale Suburbs - Sign the Petition! via"
455,45973,2021-11-08 22:50:50+00:00,"And the MSM is silent. He can fly 70 plane loads of his unvetted, unvaccinated Illegals to swing states, but God Forbid he bring these American Citizens home that He Abandoned in Afghanistan. He is a pathetic, corrupt, lying POS. #NotMyPresident #BidenIsAFailure #FJB"
712,183663,2021-07-22 14:58:14+00:00,"Today I’m voting to pass the ALLIES Act, which will protect the lives of those who served alongside American troops in Afghanistan by expanding and strengthening the Special Immigrant Visa program. #TakeThemToo"
914,15920,2022-02-23 18:30:18+00:00,I was recently quoted by the New York Times in “Afghans Who Bet on Fast Path to the U.S. Are Facing a Closed Door.” “The refugee resettlement program is overwhelmed and lacks resources because of all the cuts the prior administration made.” #MillerMayer
11,83219,2021-09-08 12:49:37+00:00,"Biden Asks Congress For $6.4 Billion in Taxpayer Money to Resettle 95,000 Unvetted Afghans MEANWHILE ALL TAX PAYERS HAVE LOST THEIR LIVELIHOODS BECAUSE A SHUTDOWN ALLOWED HIM TO STEAL AN ELECTION"
223,172537,2021-08-15 04:40:46+00:00,"This is the so-called fake journalism of a few Afghans. Afghans lie in order to gain political asylum and nationality in other countries. The Taliban themselves are stating that they will not harm any woman, child or their property or wealth."
674,175578,2021-08-13 04:59:24+00:00,106+ former Australian Embassy contractors and their families in Kabul remain at significant risk. All have been stringently security vetted. Australian Government does nothing to offer any protection or evacuation!
840,101637,2021-08-30 18:23:37+00:00,does anyone have good resources for supporting afghani resettlement efforts in the bay area? or even just in general?
421,201026,2021-08-13 00:42:58+00:00,"Then the order to start the withdrawal should have been given AFTER the translators were out or at least after there were specific, implementable plans to get them out."
838,158274,2021-08-17 05:01:14+00:00,"1 party wants the Afghan people to suffer. They are the Muslim banning, xenophobic, anti-immigrant, misogynistic GQP. They talk about Biden’s “Saigon moment” yet actively seek to deport Asian immigrants who have been here for decades. Whites fear differential reproductive success"
1096,105950,2021-08-28 16:45:05+00:00,"Yesterday we got more sympathy and respect from an Afghan refugee than white people who live on Capitol Hill. Yesterday, white people looked Kaloni Bolton's mother in the eyes and said ""I don't appreciate your approach. A white woman said ""I'm just here to enjoy ice cream."""
261,66928,2021-09-23 03:08:44+00:00,Is it because they’re black?!? #Haitianmigrants because I’m dead not understand the difference between them and the Afghans that are seeking asylum...
22,25826,2022-01-15 10:09:00+00:00,UK 'may' deport boat migrant Afghan who raped and murdered child May? #bbcnews #skynews #ITVNews #c4news #BBCaq #GBNews #bbcbreakfast
46,180313,2021-08-01 17:05:16+00:00,"The ultimate irony, in the name of human rights and equality. We allow criminals to thrive trafficking people from France whilst refusing Afghan translators asylum via legal routes."
1165,50811,2021-10-25 04:26:29+00:00,Home Office refuses to reveal details of Afghans’ resettlement | #Immigration and #asylum ⁦ ⁦ is there a reason for this scattered abs secret approach to resettlement?
270,113106,2021-08-26 13:33:48+00:00,"So sick of hearing the outrage from the GOP about how the withdrawal of troops from Afghanistan is going to affect women & children. We didn't hear a peep out of them when they were throwing immigrant women & children in cages along the border, or when Kurds were being massacred."
163,187280,2021-07-09 02:49:48+00:00,I wish it included evacuating the Afghani interpreters that helped our troops out w/their families to a safe place til they can be vetted to come to OUR COUNTRY
530,182648,2021-07-25 07:09:52+00:00,Protecting Afghans who worked with the international media and fear reprisals from the Taliban. The US press is calling on to assist them in seeking relocation in the United States. European media should do the same
921,80386,2021-09-10 01:01:02+00:00,"Joe Biden guiding planes of unvetted Afghan refugees to the United States, what could possibly go wrong?! ~A.F. Branco"
1152,123726,2021-08-23 20:20:32+00:00,"UK shouldn’t ‘turn its back’ on Afghans arriving via irregular routes’, UN refugee agency warns"
923,2147,2022-04-16 17:19:58+00:00,"Last night, Pakistani warplanes indiscriminately bombed the refugee population in Khost, bordering Afghanistan, due to unrest in Waziristan. First they went missing in Waziristan. They demolished houses. They made IDPs. Why is the world silent on this? #PakistaniArmyWarCrimes"
466,46494,2021-11-06 13:24:01+00:00,The Afghan resettlement program announced amid the election is so far behind that former CF employees who fled to Kabul for evacuation are now being sent home again.
294,15478,2022-02-24 23:25:03+00:00,"Yep. Esp. Black, Brown kids- usualy used a cannon fodder. Hello, No child Left Behind, Iraq War, Afghanistan. IN the Iraq war, one of the first casualities was an immigrant Latino from Escanodido, CA."
686,70465,2021-09-19 01:19:04+00:00,"It’s insane! And I understand that certain retired American soldiers went to Afghanistan, and brought some American families out, and the State Dept tried to take credit. Also, Dems are not letting an airplane of Americans land b/c they say they’re not vetted..? Crazy"
610,186696,2021-07-10 05:06:18+00:00,So almost 6k illegal aliens can come over the border every day but Afghan translators have to wait for visas. Makes sense.
647,136394,2021-08-20 11:06:12+00:00,Newcastle is a safe and welcoming city and is proud to be a City of Sanctuary. We have worked tirelessly to support Afghan residents already living in our communities and have offered to support the resettlement of refugees fleeing the Taliban.
